chr	start	stop	extra
8	7337115	7338707	"gene_id ""USP17L4""; transcript_id """"; db_xref ""GeneID:645402""; db_xref ""HGNC:HGNC:37176""; description ""ubiquitin specific peptidase 17 like family member 4""; gbkey ""Gene""; gene ""USP17L4""; gene_biotype ""protein_coding""; "
8	7355517	7385558	"gene_id ""ZNF705G""; transcript_id """"; db_xref ""GeneID:100131980""; db_xref ""HGNC:HGNC:37134""; description ""zinc finger protein 705G""; gbkey ""Gene""; gene ""ZNF705G""; gene_biotype ""protein_coding""; "
8	7414855	7416863	"gene_id ""DEFB4B""; transcript_id """"; db_xref ""GeneID:100289462""; db_xref ""HGNC:HGNC:30193""; description ""defensin beta 4B""; gbkey ""Gene""; gene ""DEFB4B""; gene_biotype ""protein_coding""; gene_synonym ""DEFB4P""; "
8	7428888	7430348	"gene_id ""DEFB103B""; transcript_id """"; db_xref ""GeneID:55894""; db_xref ""HGNC:HGNC:31702""; db_xref ""MIM:606611""; description ""defensin beta 103B""; gbkey ""Gene""; gene ""DEFB103B""; gene_biotype ""protein_coding""; gene_synonym ""BD-3""; gene_synonym ""DEFB-3""; gene_synonym ""DEFB103""; gene_synonym ""DEFB3""; gene_synonym ""HBD-3""; gene_synonym ""HBD3""; gene_synonym ""HBP-3""; gene_synonym ""HBP3""; "
8	7447754	7463542	"gene_id ""SPAG11B""; transcript_id """"; db_xref ""GeneID:10407""; db_xref ""HGNC:HGNC:14534""; db_xref ""MIM:606560""; description ""sperm associated antigen 11B""; gbkey ""Gene""; gene ""SPAG11B""; gene_biotype ""protein_coding""; gene_synonym ""EDDM2B""; gene_synonym ""EP2""; gene_synonym ""EP2C""; gene_synonym ""EP2D""; gene_synonym ""HE2""; gene_synonym ""HE2C""; gene_synonym ""SPAG11""; gene_synonym ""SPAG11A""; "
8	7470308	7475082	"gene_id ""DEFB104B""; transcript_id """"; db_xref ""GeneID:503618""; db_xref ""HGNC:HGNC:26165""; description ""defensin beta 104B""; gbkey ""Gene""; gene ""DEFB104B""; gene_biotype ""protein_coding""; gene_synonym ""BD-4""; gene_synonym ""DEFB-4""; gene_synonym ""hBD-4""; "
8	7482504	7486400	"gene_id ""DEFB106B""; transcript_id """"; db_xref ""GeneID:503841""; db_xref ""HGNC:HGNC:28879""; description ""defensin beta 106B""; gbkey ""Gene""; gene ""DEFB106B""; gene_biotype ""protein_coding""; gene_synonym ""BD-6""; gene_synonym ""DEFB-6""; "
8	7487679	7489593	"gene_id ""DEFB105B""; transcript_id """"; db_xref ""GeneID:504180""; db_xref ""HGNC:HGNC:29930""; description ""defensin beta 105B""; gbkey ""Gene""; gene ""DEFB105B""; gene_biotype ""protein_coding""; gene_synonym ""BD-5""; gene_synonym ""DEFB-5""; "
8	7495911	7509311	"gene_id ""DEFB107B""; transcript_id """"; db_xref ""GeneID:503614""; db_xref ""HGNC:HGNC:31918""; description ""defensin beta 107B""; gbkey ""Gene""; gene ""DEFB107B""; gene_biotype ""protein_coding""; gene_synonym ""HsT21816""; "
8	7556700	7559712	"gene_id ""FAM90A7""; transcript_id """"; db_xref ""GeneID:441317""; db_xref ""HGNC:HGNC:32255""; db_xref ""MIM:613044""; description ""family with sequence similarity 90 member A7""; gbkey ""Gene""; gene ""FAM90A7""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A7P""; "
8	7571995	7575006	"gene_id ""FAM90A22""; transcript_id """"; db_xref ""GeneID:645558""; db_xref ""HGNC:HGNC:32270""; description ""family with sequence similarity 90 member A22""; gbkey ""Gene""; gene ""FAM90A22""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A22P""; "
8	7579644	7582653	"gene_id ""FAM90A23""; transcript_id """"; db_xref ""GeneID:645572""; db_xref ""HGNC:HGNC:32271""; description ""family with sequence similarity 90 member A23""; gbkey ""Gene""; gene ""FAM90A23""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A23P""; "
8	7715443	7718453	"gene_id ""FAM90A14""; transcript_id """"; db_xref ""GeneID:645651""; db_xref ""HGNC:HGNC:32262""; db_xref ""MIM:613050""; description ""family with sequence similarity 90 member A14""; gbkey ""Gene""; gene ""FAM90A14""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A14P""; "
8	7723091	7726101	"gene_id ""FAM90A18""; transcript_id """"; db_xref ""GeneID:441326""; db_xref ""HGNC:HGNC:32266""; db_xref ""MIM:613052""; description ""family with sequence similarity 90 member A18""; gbkey ""Gene""; gene ""FAM90A18""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A18P""; gene_synonym ""FAM90A19P""; "
8	7730739	7733749	"gene_id ""FAM90A16""; transcript_id """"; db_xref ""GeneID:441323""; db_xref ""HGNC:HGNC:32264""; description ""family with sequence similarity 90 member A16""; gbkey ""Gene""; gene ""FAM90A16""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A16P""; gene_synonym ""FAM90A17P""; "
8	7738387	7741396	"gene_id ""FAM90A8""; transcript_id """"; db_xref ""GeneID:441324""; db_xref ""HGNC:HGNC:32256""; db_xref ""MIM:613045""; description ""family with sequence similarity 90 member A8""; gbkey ""Gene""; gene ""FAM90A8""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A8P""; "
8	7746034	7749044	"gene_id ""FAM90A17""; transcript_id """"; db_xref ""GeneID:728746""; db_xref ""HGNC:HGNC:32265""; description ""family with sequence similarity 90 member A17""; gbkey ""Gene""; gene ""FAM90A17""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A16P""; gene_synonym ""FAM90A17P""; "
8	7753682	7756692	"gene_id ""FAM90A19""; transcript_id """"; db_xref ""GeneID:728753""; db_xref ""HGNC:HGNC:32267""; db_xref ""MIM:613053""; description ""family with sequence similarity 90 member A19""; gbkey ""Gene""; gene ""FAM90A19""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A18P""; gene_synonym ""FAM90A19P""; "
8	7761330	7764340	"gene_id ""FAM90A9""; transcript_id """"; db_xref ""GeneID:441327""; db_xref ""HGNC:HGNC:32257""; db_xref ""MIM:613046""; description ""family with sequence similarity 90 member A9""; gbkey ""Gene""; gene ""FAM90A9""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A9P""; "
8	7768977	7771988	"gene_id ""FAM90A10""; transcript_id """"; db_xref ""GeneID:441328""; db_xref ""HGNC:HGNC:32258""; db_xref ""MIM:613047""; description ""family with sequence similarity 90 member A10""; gbkey ""Gene""; gene ""FAM90A10""; gene_biotype ""protein_coding""; gene_synonym ""FAM90A10P""; "
8	7811720	7815716	"gene_id ""DEFB107A""; transcript_id """"; db_xref ""GeneID:245910""; db_xref ""HGNC:HGNC:18086""; description ""defensin beta 107A""; gbkey ""Gene""; gene ""DEFB107A""; gene_biotype ""protein_coding""; gene_synonym ""BD-7""; gene_synonym ""DEFB-7""; gene_synonym ""DEFB107""; "
8	7821004	7823880	"gene_id ""DEFB105A""; transcript_id """"; db_xref ""GeneID:245908""; db_xref ""HGNC:HGNC:18087""; description ""defensin beta 105A""; gbkey ""Gene""; gene ""DEFB105A""; gene_biotype ""protein_coding""; gene_synonym ""BD-5""; gene_synonym ""DEFB-5""; gene_synonym ""DEFB105""; "
8	7825139	7829053	"gene_id ""DEFB106A""; transcript_id """"; db_xref ""GeneID:245909""; db_xref ""HGNC:HGNC:18088""; description ""defensin beta 106A""; gbkey ""Gene""; gene ""DEFB106A""; gene_biotype ""protein_coding""; gene_synonym ""BD-6""; gene_synonym ""DEFB-6""; gene_synonym ""DEFB106""; "
8	7836436	7841242	"gene_id ""DEFB104A""; transcript_id """"; db_xref ""GeneID:140596""; db_xref ""HGNC:HGNC:18115""; description ""defensin beta 104A""; gbkey ""Gene""; gene ""DEFB104A""; gene_biotype ""protein_coding""; gene_synonym ""BD-4""; gene_synonym ""DEFB-4""; gene_synonym ""DEFB104""; gene_synonym ""DEFB4""; gene_synonym ""hBD-4""; "
8	7881392	7882663	"gene_id ""DEFB103A""; transcript_id """"; db_xref ""GeneID:414325""; db_xref ""HGNC:HGNC:15967""; description ""defensin beta 103A""; gbkey ""Gene""; gene ""DEFB103A""; gene_biotype ""protein_coding""; gene_synonym ""BD-3""; gene_synonym ""DEFB-3""; gene_synonym ""DEFB103""; gene_synonym ""DEFB3""; gene_synonym ""HBD3""; gene_synonym ""HBP-3""; gene_synonym ""HBP3""; "
8	7894677	7896716	"gene_id ""DEFB4A""; transcript_id """"; db_xref ""GeneID:1673""; db_xref ""HGNC:HGNC:2767""; db_xref ""MIM:602215""; description ""defensin beta 4A""; gbkey ""Gene""; gene ""DEFB4A""; gene_biotype ""protein_coding""; gene_synonym ""BD-2""; gene_synonym ""DEFB-2""; gene_synonym ""DEFB102""; gene_synonym ""DEFB2""; gene_synonym ""DEFB4""; gene_synonym ""HBD-2""; gene_synonym ""SAP1""; "
8	7971661	7973253	"gene_id ""USP17L8""; transcript_id """"; db_xref ""GeneID:392188""; db_xref ""HGNC:HGNC:37181""; description ""ubiquitin specific peptidase 17 like family member 8""; gbkey ""Gene""; gene ""USP17L8""; gene_biotype ""protein_coding""; gene_synonym ""USP17L10""; "
8	7976393	7977985	"gene_id ""USP17L3""; transcript_id """"; db_xref ""GeneID:645836""; db_xref ""HGNC:HGNC:37175""; description ""ubiquitin specific peptidase 17 like family member 3""; gbkey ""Gene""; gene ""USP17L3""; gene_biotype ""protein_coding""; gene_synonym ""USP17B""; gene_synonym ""USP17F""; "
8	8701937	8704096	"gene_id ""CLDN23""; transcript_id """"; db_xref ""GeneID:137075""; db_xref ""HGNC:HGNC:17591""; db_xref ""MIM:609203""; description ""claudin 23""; gbkey ""Gene""; gene ""CLDN23""; gene_biotype ""protein_coding""; gene_synonym ""CLDNL""; gene_synonym ""hCG1646163""; "
8	9058539	9058630	"gene_id ""SNORD3I""; transcript_id """"; db_xref ""GeneID:109616996""; db_xref ""HGNC:HGNC:52242""; description ""small nucleolar RNA, C/D box 3I""; gbkey ""Gene""; gene ""SNORD3I""; gene_biotype ""snoRNA""; "
8	10606349	10655143	"gene_id ""RP1L1""; transcript_id """"; db_xref ""GeneID:94137""; db_xref ""HGNC:HGNC:15946""; db_xref ""MIM:608581""; description ""RP1 like 1""; gbkey ""Gene""; gene ""RP1L1""; gene_biotype ""protein_coding""; gene_synonym ""DCDC4B""; gene_synonym ""OCMD""; gene_synonym ""RP88""; "
8	10723768	10730511	"gene_id ""SOX7""; transcript_id """"; db_xref ""GeneID:83595""; db_xref ""HGNC:HGNC:18196""; db_xref ""MIM:612202""; description ""SRY-box transcription factor 7""; gbkey ""Gene""; gene ""SOX7""; gene_biotype ""protein_coding""; "
8	10764961	10839875	"gene_id ""PINX1""; transcript_id """"; db_xref ""GeneID:54984""; db_xref ""HGNC:HGNC:30046""; db_xref ""MIM:606505""; description ""PIN2 (TERF1) interacting telomerase inhibitor 1""; gbkey ""Gene""; gene ""PINX1""; gene_biotype ""protein_coding""; gene_synonym ""Gno1""; gene_synonym ""LPTL""; gene_synonym ""LPTS""; gene_synonym ""Pxr1""; "
8	11331012	11332360	"gene_id ""SLC35G5""; transcript_id """"; db_xref ""GeneID:83650""; db_xref ""HGNC:HGNC:15546""; db_xref ""MIM:615199""; description ""solute carrier family 35 member G5""; gbkey ""Gene""; gene ""SLC35G5""; gene_biotype ""protein_coding""; gene_synonym ""AMAC""; gene_synonym ""AMAC1L2""; "
8	11676935	11760002	"gene_id ""GATA4""; transcript_id """"; db_xref ""GeneID:2626""; db_xref ""HGNC:HGNC:4173""; db_xref ""MIM:600576""; description ""GATA binding protein 4""; gbkey ""Gene""; gene ""GATA4""; gene_biotype ""protein_coding""; gene_synonym ""ASD2""; gene_synonym ""TACHD""; gene_synonym ""TOF""; gene_synonym ""VSD1""; "
8	11705362	11705558	"gene_id ""SNORA99""; transcript_id """"; db_xref ""GeneID:106635531""; db_xref ""HGNC:HGNC:50403""; description ""small nucleolar RNA, H/ACA box 99""; gbkey ""Gene""; gene ""SNORA99""; gene_biotype ""snoRNA""; "
8	11769710	11787345	"gene_id ""NEIL2""; transcript_id """"; db_xref ""GeneID:252969""; db_xref ""HGNC:HGNC:18956""; db_xref ""MIM:608933""; description ""nei like DNA glycosylase 2""; gbkey ""Gene""; gene ""NEIL2""; gene_biotype ""protein_coding""; gene_synonym ""NEH2""; gene_synonym ""NEI2""; "
8	11795582	11839309	"gene_id ""FDFT1""; transcript_id """"; db_xref ""GeneID:2222""; db_xref ""HGNC:HGNC:3629""; db_xref ""MIM:184420""; description ""farnesyl-diphosphate farnesyltransferase 1""; gbkey ""Gene""; gene ""FDFT1""; gene_biotype ""protein_coding""; gene_synonym ""DGPT""; gene_synonym ""ERG9""; gene_synonym ""SQS""; gene_synonym ""SQSD""; gene_synonym ""SS""; "
8	11842524	11868087	"gene_id ""CTSB""; transcript_id """"; db_xref ""GeneID:1508""; db_xref ""HGNC:HGNC:2527""; db_xref ""MIM:116810""; description ""cathepsin B""; gbkey ""Gene""; gene ""CTSB""; gene_biotype ""protein_coding""; gene_synonym ""APPS""; gene_synonym ""CPSB""; gene_synonym ""RECEUP""; "
8	11973937	11974599	"gene_id ""DEFB136""; transcript_id """"; db_xref ""GeneID:613210""; db_xref ""HGNC:HGNC:34433""; description ""defensin beta 136""; gbkey ""Gene""; gene ""DEFB136""; gene_biotype ""protein_coding""; gene_synonym ""DEFB137""; "
8	11982256	11984590	"gene_id ""DEFB135""; transcript_id """"; db_xref ""GeneID:613209""; db_xref ""HGNC:HGNC:32400""; description ""defensin beta 135""; gbkey ""Gene""; gene ""DEFB135""; gene_biotype ""protein_coding""; gene_synonym ""DEFB136""; "
8	12064389	12071747	"gene_id ""DEFB130B""; transcript_id """"; db_xref ""GeneID:100133267""; db_xref ""HGNC:HGNC:39814""; description ""defensin beta 130B""; gbkey ""Gene""; gene ""DEFB130B""; gene_biotype ""protein_coding""; "
8	12089338	12115516	"gene_id ""ZNF705D""; transcript_id """"; db_xref ""GeneID:728957""; db_xref ""HGNC:HGNC:33202""; description ""zinc finger protein 705D""; gbkey ""Gene""; gene ""ZNF705D""; gene_biotype ""protein_coding""; gene_synonym ""ZNF705C""; "
8	12132417	12134099	"gene_id ""USP17L7""; transcript_id """"; db_xref ""GeneID:392197""; db_xref ""HGNC:HGNC:37180""; description ""ubiquitin specific peptidase 17 like family member 7""; gbkey ""Gene""; gene ""USP17L7""; gene_biotype ""protein_coding""; "
8	12136435	12138849	"gene_id ""USP17L2""; transcript_id """"; db_xref ""GeneID:377630""; db_xref ""HGNC:HGNC:34434""; db_xref ""MIM:610186""; description ""ubiquitin specific peptidase 17 like family member 2""; gbkey ""Gene""; gene ""USP17L2""; gene_biotype ""protein_coding""; gene_synonym ""DUB-3""; gene_synonym ""DUB3""; gene_synonym ""USP17""; "
8	12310962	12318316	"gene_id ""DEFB130A""; transcript_id """"; db_xref ""GeneID:245940""; db_xref ""HGNC:HGNC:18107""; description ""defensin beta 130A""; gbkey ""Gene""; gene ""DEFB130A""; gene_biotype ""protein_coding""; gene_synonym ""DEFB-30""; gene_synonym ""DEFB130""; gene_synonym ""DEFB130L""; gene_synonym ""DEFB30""; "
8	12424421	12436400	"gene_id ""FAM86B2""; transcript_id """"; db_xref ""GeneID:653333""; db_xref ""HGNC:HGNC:32222""; db_xref ""MIM:616123""; description ""family with sequence similarity 86 member B2""; gbkey ""Gene""; gene ""FAM86B2""; gene_biotype ""protein_coding""; "
8	12945673	13029777	"gene_id ""TRMT9B""; transcript_id """"; db_xref ""GeneID:57604""; db_xref ""HGNC:HGNC:26725""; db_xref ""MIM:615666""; description ""tRNA methyltransferase 9B (putative)""; gbkey ""Gene""; gene ""TRMT9B""; gene_biotype ""protein_coding""; gene_synonym ""C8orf79""; gene_synonym ""hTRM9L""; gene_synonym ""KIAA1456""; gene_synonym ""TRM9L""; "
8	13566869	13568288	"gene_id ""C8orf48""; transcript_id """"; db_xref ""GeneID:157773""; db_xref ""HGNC:HGNC:26345""; description ""chromosome 8 open reading frame 48""; gbkey ""Gene""; gene ""C8orf48""; gene_biotype ""protein_coding""; "
8	14084845	15238431	"gene_id ""SGCZ""; transcript_id """"; db_xref ""GeneID:137868""; db_xref ""HGNC:HGNC:14075""; db_xref ""MIM:608113""; description ""sarcoglycan zeta""; gbkey ""Gene""; gene ""SGCZ""; gene_biotype ""protein_coding""; gene_synonym ""ZSG1""; "
8	16992181	17002345	"gene_id ""FGF20""; transcript_id """"; db_xref ""GeneID:26281""; db_xref ""HGNC:HGNC:3677""; db_xref ""MIM:605558""; description ""fibroblast growth factor 20""; gbkey ""Gene""; gene ""FGF20""; gene_biotype ""protein_coding""; gene_synonym ""FGF-20""; gene_synonym ""RHDA2""; "
8	17576433	17643144	"gene_id ""PDGFRL""; transcript_id """"; db_xref ""GeneID:5157""; db_xref ""HGNC:HGNC:8805""; db_xref ""MIM:604584""; description ""platelet derived growth factor receptor like""; gbkey ""Gene""; gene ""PDGFRL""; gene_biotype ""protein_coding""; gene_synonym ""PDGRL""; gene_synonym ""PRLTS""; "
8	17643802	17801521	"gene_id ""MTUS1""; transcript_id """"; db_xref ""GeneID:57509""; db_xref ""HGNC:HGNC:29789""; db_xref ""MIM:609589""; description ""microtubule associated scaffold protein 1""; gbkey ""Gene""; gene ""MTUS1""; gene_biotype ""protein_coding""; gene_synonym ""ATBP""; gene_synonym ""ATIP""; gene_synonym ""ATIP3""; gene_synonym ""ICIS""; gene_synonym ""MP44""; gene_synonym ""MTSG1""; "
8	17922988	18029948	"gene_id ""PCM1""; transcript_id """"; db_xref ""GeneID:5108""; db_xref ""HGNC:HGNC:8727""; db_xref ""MIM:600299""; description ""pericentriolar material 1""; gbkey ""Gene""; gene ""PCM1""; gene_biotype ""protein_coding""; gene_synonym ""PTC4""; gene_synonym ""RET/PCM-1""; "
8	19939253	19967259	"gene_id ""LPL""; transcript_id """"; db_xref ""GeneID:4023""; db_xref ""HGNC:HGNC:6677""; db_xref ""MIM:609708""; description ""lipoprotein lipase""; gbkey ""Gene""; gene ""LPL""; gene_biotype ""protein_coding""; gene_synonym ""HDLCQ11""; gene_synonym ""LIPD""; "
8	20197381	20221696	"gene_id ""ATP6V1B2""; transcript_id """"; db_xref ""GeneID:526""; db_xref ""HGNC:HGNC:854""; db_xref ""MIM:606939""; description ""ATPase H+ transporting V1 subunit B2""; gbkey ""Gene""; gene ""ATP6V1B2""; gene_biotype ""protein_coding""; gene_synonym ""ATP6B1B2""; gene_synonym ""ATP6B2""; gene_synonym ""DOOD""; gene_synonym ""HO57""; gene_synonym ""VATB""; gene_synonym ""Vma2""; gene_synonym ""VPP3""; gene_synonym ""ZLS2""; "
8	20614829	20614926	"gene_id ""SNORD3F""; transcript_id """"; db_xref ""GeneID:109616983""; db_xref ""HGNC:HGNC:52239""; description ""small nucleolar RNA, C/D box 3F""; gbkey ""Gene""; gene ""SNORD3F""; gene_biotype ""snoRNA""; gene_synonym ""RNU3P2""; gene_synonym ""SNORD3P2""; gene_synonym ""U3""; gene_synonym ""U3.2""; "
8	21908873	21913690	"gene_id ""DOK2""; transcript_id """"; db_xref ""GeneID:9046""; db_xref ""HGNC:HGNC:2991""; db_xref ""MIM:604997""; description ""docking protein 2""; gbkey ""Gene""; gene ""DOK2""; gene_biotype ""protein_coding""; gene_synonym ""p56DOK""; gene_synonym ""p56dok-2""; "
8	21919662	22006585	"gene_id ""XPO7""; transcript_id """"; db_xref ""GeneID:23039""; db_xref ""HGNC:HGNC:14108""; db_xref ""MIM:606140""; description ""exportin 7""; gbkey ""Gene""; gene ""XPO7""; gene_biotype ""protein_coding""; gene_synonym ""EXP7""; gene_synonym ""RANBP16""; "
8	22114419	22131052	"gene_id ""HR""; transcript_id """"; db_xref ""GeneID:55806""; db_xref ""HGNC:HGNC:5172""; db_xref ""MIM:602302""; description ""HR lysine demethylase and nuclear receptor corepressor""; gbkey ""Gene""; gene ""HR""; gene_biotype ""protein_coding""; gene_synonym ""ALUNC""; gene_synonym ""AU""; gene_synonym ""HSA277165""; gene_synonym ""HYPT4""; gene_synonym ""MUHH""; gene_synonym ""MUHH1""; "
8	22130458	22131010	"gene_id ""HRURF""; transcript_id """"; db_xref ""GeneID:120766137""; db_xref ""HGNC:HGNC:55085""; db_xref ""MIM:619257""; description ""HR upstream open reading frame""; gbkey ""Gene""; gene ""HRURF""; gene_biotype ""protein_coding""; gene_synonym ""U2HR""; "
8	22138020	22141907	"gene_id ""REEP4""; transcript_id """"; db_xref ""GeneID:80346""; db_xref ""HGNC:HGNC:26176""; db_xref ""MIM:609349""; description ""receptor accessory protein 4""; gbkey ""Gene""; gene ""REEP4""; gene_biotype ""protein_coding""; gene_synonym ""C8orf20""; gene_synonym ""PP432""; gene_synonym ""Yip2c""; "
8	22146830	22156806	"gene_id ""LGI3""; transcript_id """"; db_xref ""GeneID:203190""; db_xref ""HGNC:HGNC:18711""; db_xref ""MIM:608302""; description ""leucine rich repeat LGI family member 3""; gbkey ""Gene""; gene ""LGI3""; gene_biotype ""protein_coding""; gene_synonym ""LGIL4""; "
8	22165372	22212326	"gene_id ""BMP1""; transcript_id """"; db_xref ""GeneID:649""; db_xref ""HGNC:HGNC:1067""; db_xref ""MIM:112264""; description ""bone morphogenetic protein 1""; gbkey ""Gene""; gene ""BMP1""; gene_biotype ""protein_coding""; gene_synonym ""OI13""; gene_synonym ""PCOLC""; gene_synonym ""PCP""; gene_synonym ""PCP2""; gene_synonym ""TLD""; "
8	22245133	22254601	"gene_id ""POLR3D""; transcript_id """"; db_xref ""GeneID:661""; db_xref ""HGNC:HGNC:1080""; db_xref ""MIM:187280""; description ""RNA polymerase III subunit D""; gbkey ""Gene""; gene ""POLR3D""; gene_biotype ""protein_coding""; gene_synonym ""BN51T""; gene_synonym ""C53""; gene_synonym ""RPC4""; gene_synonym ""RPC53""; gene_synonym ""TSBN51""; "
8	22578741	22598026	"gene_id ""PDLIM2""; transcript_id """"; db_xref ""GeneID:64236""; db_xref ""HGNC:HGNC:13992""; db_xref ""MIM:609722""; description ""PDZ and LIM domain 2""; gbkey ""Gene""; gene ""PDLIM2""; gene_biotype ""protein_coding""; gene_synonym ""MYSTIQUE""; gene_synonym ""SLIM""; "
8	22599599	22604142	"gene_id ""C8orf58""; transcript_id """"; db_xref ""GeneID:541565""; db_xref ""HGNC:HGNC:32233""; description ""chromosome 8 open reading frame 58""; gbkey ""Gene""; gene ""C8orf58""; gene_biotype ""protein_coding""; "
8	23020133	23069031	"gene_id ""TNFRSF10B""; transcript_id """"; db_xref ""GeneID:8795""; db_xref ""HGNC:HGNC:11905""; db_xref ""MIM:603612""; description ""TNF receptor superfamily member 10b""; gbkey ""Gene""; gene ""TNFRSF10B""; gene_biotype ""protein_coding""; gene_synonym ""CD262""; gene_synonym ""DR5""; gene_synonym ""KILLER""; gene_synonym ""KILLER/DR5""; gene_synonym ""TRAIL-R2""; gene_synonym ""TRAILR2""; gene_synonym ""TRICK2""; gene_synonym ""TRICK2A""; gene_synonym ""TRICK2B""; gene_synonym ""TRICKB""; gene_synonym ""ZTNFR9""; "
8	23102921	23117445	"gene_id ""TNFRSF10C""; transcript_id """"; db_xref ""GeneID:8794""; db_xref ""HGNC:HGNC:11906""; db_xref ""MIM:603613""; description ""TNF receptor superfamily member 10c""; gbkey ""Gene""; gene ""TNFRSF10C""; gene_biotype ""protein_coding""; gene_synonym ""CD263""; gene_synonym ""DCR1""; gene_synonym ""DCR1-TNFR""; gene_synonym ""LIT""; gene_synonym ""TRAIL-R3""; gene_synonym ""TRAILR3""; gene_synonym ""TRID""; "
8	23135588	23164027	"gene_id ""TNFRSF10D""; transcript_id """"; db_xref ""GeneID:8793""; db_xref ""HGNC:HGNC:11907""; db_xref ""MIM:603614""; description ""TNF receptor superfamily member 10d""; gbkey ""Gene""; gene ""TNFRSF10D""; gene_biotype ""protein_coding""; gene_synonym ""CD264""; gene_synonym ""DCR2""; gene_synonym ""TRAIL-R4""; gene_synonym ""TRAILR4""; gene_synonym ""TRUNDD""; "
8	23190452	23225102	"gene_id ""TNFRSF10A""; transcript_id """"; db_xref ""GeneID:8797""; db_xref ""HGNC:HGNC:11904""; db_xref ""MIM:603611""; description ""TNF receptor superfamily member 10a""; gbkey ""Gene""; gene ""TNFRSF10A""; gene_biotype ""protein_coding""; gene_synonym ""APO2""; gene_synonym ""CD261""; gene_synonym ""DR4""; gene_synonym ""TRAILR-1""; gene_synonym ""TRAILR1""; "
8	23288092	23296279	"gene_id ""R3HCC1""; transcript_id """"; db_xref ""GeneID:203069""; db_xref ""HGNC:HGNC:27329""; description ""R3H domain and coiled-coil containing 1""; gbkey ""Gene""; gene ""R3HCC1""; gene_biotype ""protein_coding""; "
8	23296897	23404120	"gene_id ""LOXL2""; transcript_id """"; db_xref ""GeneID:4017""; db_xref ""HGNC:HGNC:6666""; db_xref ""MIM:606663""; description ""lysyl oxidase like 2""; gbkey ""Gene""; gene ""LOXL2""; gene_biotype ""protein_coding""; gene_synonym ""LOR""; gene_synonym ""LOR2""; gene_synonym ""WS9-14""; "
8	23429162	23457647	"gene_id ""ENTPD4""; transcript_id """"; db_xref ""GeneID:9583""; db_xref ""HGNC:HGNC:14573""; db_xref ""MIM:607577""; description ""ectonucleoside triphosphate diphosphohydrolase 4""; gbkey ""Gene""; gene ""ENTPD4""; gene_biotype ""protein_coding""; gene_synonym ""LALP70""; gene_synonym ""LAP70""; gene_synonym ""LYSAL1""; gene_synonym ""NTPDase-4""; gene_synonym ""UDPase""; "
8	23678693	23682938	"gene_id ""NKX3-1""; transcript_id """"; db_xref ""GeneID:4824""; db_xref ""HGNC:HGNC:7838""; db_xref ""MIM:602041""; description ""NK3 homeobox 1""; gbkey ""Gene""; gene ""NKX3-1""; gene_biotype ""protein_coding""; gene_synonym ""BAPX2""; gene_synonym ""NKX3""; gene_synonym ""NKX3.1""; gene_synonym ""NKX3A""; "
8	23701740	23706756	"gene_id ""NKX2-6""; transcript_id """"; db_xref ""GeneID:137814""; db_xref ""HGNC:HGNC:32940""; db_xref ""MIM:611770""; description ""NK2 homeobox 6""; gbkey ""Gene""; gene ""NKX2-6""; gene_biotype ""protein_coding""; gene_synonym ""CSX2""; gene_synonym ""CTHM""; gene_synonym ""NKX2F""; gene_synonym ""NKX4-2""; "
8	23841929	23854806	"gene_id ""STC1""; transcript_id """"; db_xref ""GeneID:6781""; db_xref ""HGNC:HGNC:11373""; db_xref ""MIM:601185""; description ""stanniocalcin 1""; gbkey ""Gene""; gene ""STC1""; gene_biotype ""protein_coding""; gene_synonym ""STC""; "
8	24384285	24406013	"gene_id ""ADAMDEC1""; transcript_id """"; db_xref ""GeneID:27299""; db_xref ""HGNC:HGNC:16299""; db_xref ""MIM:606393""; description ""ADAM like decysin 1""; gbkey ""Gene""; gene ""ADAMDEC1""; gene_biotype ""protein_coding""; gene_synonym ""M12.219""; "
8	24441026	24509565	"gene_id ""ADAM7""; transcript_id """"; db_xref ""GeneID:8756""; db_xref ""HGNC:HGNC:214""; db_xref ""MIM:607310""; description ""ADAM metallopeptidase domain 7""; gbkey ""Gene""; gene ""ADAM7""; gene_biotype ""protein_coding""; gene_synonym ""ADAM 7""; gene_synonym ""ADAM-7""; gene_synonym ""EAPI""; gene_synonym ""GP-83""; gene_synonym ""GP83""; "
8	24913761	24919093	"gene_id ""NEFM""; transcript_id """"; db_xref ""GeneID:4741""; db_xref ""HGNC:HGNC:7734""; db_xref ""MIM:162250""; description ""neurofilament medium chain""; gbkey ""Gene""; gene ""NEFM""; gene_biotype ""protein_coding""; gene_synonym ""NEF3""; gene_synonym ""NF-M""; gene_synonym ""NFM""; "
